,SES0100,date,time,ECB0100,SST0100,SPS0100,ETB0100,AHA0100,SHS0100,SRT0100,ARA0100,EOS0100,SIR0100
734,,2021-07-16,04:17:56.972211,,,,"{'maxValueVolt': 4.927341127467091, 'minValueVolt': -0.13076635879793228, 'maxValueCurr': 20.11225781445804, 'minValueCurr': 4.005987092662707}",,,,,,
735,0.0,2021-07-16,04:18:00.788484,,,,,,,,,,
736,,2021-07-16,04:18:01.084521,HALT,,,,,,,,,
737,,2021-07-16,04:18:01.344236,,216.723540336336,,,,,,,,
738,,2021-07-16,04:18:01.566608,,,29.87662740159302,,,,,,,
739,,2021-07-16,04:18:03.212610,,,,,ON,,,,,
740,,2021-07-16,04:18:04.432666,,,,,,54.90133274495314,,,,
741,0.0,2021-07-16,04:18:05.770565,,,,,,,,,,
742,,2021-07-16,04:18:06.093730,HALT,,,,,,,,,
743,,2021-07-16,04:18:06.360096,,216.86498347859163,,,,,,,,
744,,2021-07-16,04:18:06.596320,,,39.791125957563054,,,,,,,
745,,2021-07-16,04:18:07.004252,,,,,,,,OFF,,
